regime,scenario,t_hours,delta_psi_mV,sumATP_c_mM
uniform_12h,A,37.989949748743726,147.55951692098208,-1.8373838164062508
uniform_12h,A,38.35175879396985,147.36231902466034,-2.1296269052821786
uniform_12h,A,38.71356783919598,147.16627100190246,-2.4335374996131423
uniform_12h,A,39.07537688442211,146.97039487869006,-2.750969949506605
uniform_12h,A,39.437185929648244,146.7753920466087,-3.0810051476094062
uniform_12h,A,39.798994974874375,146.5814207752027,-3.424378562891436
uniform_12h,A,40.1608040201005,146.38777213747449,-3.782600541751984
uniform_12h,A,40.52261306532664,146.1953876407112,-4.154474151791494
uniform_12h,A,40.88442211055277,146.0039757549668,-4.54138656626042
uniform_12h,A,41.246231155778894,145.81316666562847,-4.944281064469147
uniform_12h,A,41.608040201005025,145.62381969716816,-5.362155747754987
uniform_12h,A,41.969849246231156,145.43543367800916,-5.796792004523627
uniform_12h,A,42.33165829145729,145.2479959004275,-6.248368630578681
uniform_12h,A,42.69346733668342,145.0620926956188,-6.716478920807836
uniform_12h,A,43.05527638190954,144.8771633900582,-7.203026653274233
uniform_12h,A,43.41708542713568,144.6935840133684,-7.707352291643573
uniform_12h,A,43.77889447236181,144.51150288763387,-8.229942794218381
uniform_12h,A,44.14070351758794,144.33050010727848,-8.772420607794064
uniform_12h,A,44.502512562814076,144.1511160957507,-9.33370615520887
uniform_12h,A,44.86432160804021,143.9731969416582,-9.914968142808414
uniform_12h,A,45.22613065326633,143.79653024581947,-10.517331784494518
uniform_12h,A,45.58793969849247,143.62161761829722,-11.139710761209788
uniform_12h,A,45.949748743718594,143.44815472888433,-11.783718153589327
uniform_12h,A,46.311557788944725,143.27616372400797,-12.449771740112721
uniform_12h,A,46.67336683417086,143.10595572821336,-13.137217473888974
uniform_12h,A,47.03517587939699,142.93719533476764,-13.847857169350494
uniform_12h,A,47.39698492462312,142.77013985939342,-14.58122851860727
uniform_12h,A,47.75879396984924,142.60481984788163,-15.337505236731491
uniform_12h,A,48.120603015075375,142.44099727803484,-16.118292973476994
uniform_12h,A,48.48241206030151,142.27901189465538,-16.922562462550825
uniform_12h,A,48.84422110552764,142.11871282816102,-17.751168304088047
uniform_12h,A,49.20603015075377,141.96000957451005,-18.605278520161175
uniform_12h,A,49.56783919597991,141.80317973802346,-19.483725463728657
uniform_12h,A,49.92964824120603,141.6479835154869,-20.38784979860349
uniform_12h,A,50.29145728643216,141.49451573060634,-21.318127930558497
uniform_12h,A,50.6532663316583,141.34287054816707,-22.273756764036786
uniform_12h,A,51.015075376884425,141.19282158704416,-23.256229181441732
uniform_12h,A,51.37688442211056,141.044623688416,-24.26526226747765
uniform_12h,A,51.73869346733668,140.89816123350812,-25.300646262762484
uniform_12h,A,52.10050251256282,140.75330594554893,-26.363844573734124
uniform_12h,A,52.46231155778895,140.61032877988316,-27.45382799939261
uniform_12h,A,52.824120603015075,140.46900286994344,-28.571174342644177
uniform_12h,A,53.185929648241206,140.32933710283942,-29.716926767809735
uniform_12h,A,53.54773869346734,140.1914898647236,-30.889869267821847
uniform_12h,A,53.90954773869347,140.05521840207646,-32.09099762064576
uniform_12h,A,54.2713567839196,139.92067916187747,-33.320827326601645
uniform_12h,A,54.633165829145725,139.7878504307416,-34.57830717184791
uniform_12h,A,54.99497487437186,139.65652120055628,-35.86463860682682
uniform_12h,A,55.356783919597994,139.52701805395088,-37.179609352255525
uniform_12h,A,55.71859296482412,139.39907842971226,-38.522714897535785
uniform_12h,A,56.08040201005026,139.27263525257047,-39.89519747362549
uniform_12h,A,56.44221105527639,139.14796272170034,-41.29608512727094
uniform_12h,A,56.80402010050251,139.0247522125284,-42.72560029574558
uniform_12h,A,57.16582914572865,138.90307688728265,-44.18459657142019
uniform_12h,A,57.527638190954775,138.78305238905835,-45.67193965335569
uniform_12h,A,57.88944723618091,138.66439625810813,-47.18823476909968
uniform_12h,A,58.25125628140704,138.54733142879493,-48.733898751887644
uniform_12h,A,58.61306532663317,138.43176598482034,-50.30784866607899
uniform_12h,A,58.9748743718593,138.31747702453814,-51.91093534080369
uniform_12h,A,59.336683417085425,138.20484989608278,-53.54308204758647
uniform_12h,A,59.698492462311556,138.09354407358617,-55.20345374183878
uniform_12h,A,60.060301507537694,137.983499011207,-56.893056724882655
uniform_12h,A,60.42211055276382,137.87506139637767,-58.610977807392956
uniform_12h,A,60.78391959798995,137.76780914688777,-60.3572550248415
uniform_12h,A,61.14572864321609,137.66186075253458,-62.132550341849225
uniform_12h,A,61.50753768844221,137.55736384476927,-63.93563536370189
uniform_12h,A,61.869346733668344,137.45395871011107,-65.76693130083194
uniform_12h,A,62.23115577889448,137.35191963733735,-67.62685254009479
uniform_12h,A,62.59296482412061,137.25114815482496,-69.51412173077608
uniform_12h,A,62.95477386934674,137.15137431277338,-71.42940461009135
uniform_12h,A,63.31658291457286,137.0530553662087,-73.37260935920266
uniform_12h,A,63.678391959799,136.95579372566064,-75.34283602010242
uniform_12h,A,64.04020100502512,136.85949870478996,-77.34087866001794
uniform_12h,A,64.40201005025126,136.76464173829126,-79.36584279702495
uniform_12h,A,64.76381909547739,136.67067528867753,-81.4175762590274
uniform_12h,A,65.12562814070351,136.5777442097472,-83.49655908046675
uniform_12h,A,65.48743718592965,136.48606269277755,-85.60178326490184
uniform_12h,A,65.84924623115579,136.39517806223162,-87.73341099473166
uniform_12h,A,66.21105527638191,136.30541429862316,-89.89172150500123
uniform_12h,A,66.57286432160804,136.21669648917046,-92.07546157396646
uniform_12h,A,66.93467336683418,136.12868463365618,-94.28511789666462
uniform_12h,A,67.2964824120603,136.04190585385692,-96.52068537187061
uniform_12h,A,67.65829145728644,135.95594289785916,-98.78105368978756
uniform_12h,A,68.02010050251258,135.87063245978152,-101.06689692433108
uniform_12h,A,68.3819095477387,135.78662033509352,-103.37756005775678
uniform_12h,A,68.74371859296483,135.70320607167585,-105.71258269416606
uniform_12h,A,69.10552763819095,135.62054434560886,-108.07240528067584
uniform_12h,A,69.46733668341709,135.53897071303507,-110.45610736296527
uniform_12h,A,69.82914572864323,135.45790322745955,-112.86371444430246
uniform_12h,A,70.19095477386935,135.37771469395565,-115.2953419316228
uniform_12h,A,70.55276381909547,135.29838106484755,-117.74999452775596
uniform_12h,A,70.91457286432161,135.21946892692938,-120.22790633481269
uniform_12h,A,71.27638190954774,135.14157719368032,-122.7292107578936
uniform_12h,A,71.63819095477388,135.06428952160368,-125.25262495280701
uniform_12h,A,72.0,134.9873385465213,-127.79868611913761
accel_30x_4.7h,A,0.0,174.99999999999997,5.0
accel_30x_4.7h,A,0.36180904522613067,165.38674215375696,4.757156825579061
accel_30x_4.7h,A,0.7236180904522613,165.02229220340803,4.744501959543001
accel_30x_4.7h,A,1.085427135678392,164.64267517096962,4.730529136053218
accel_30x_4.7h,A,1.4472361809045227,164.2863263107798,4.716673844659673
accel_30x_4.7h,A,1.8090452261306533,163.90875367863595,4.701154867136831
accel_30x_4.7h,A,2.170854271356784,163.52616272880667,4.684456319801223
accel_30x_4.7h,A,2.532663316582915,163.15691610009767,4.667425789445263
accel_30x_4.7h,A,2.8944723618090453,162.76452109495744,4.648254563799627
accel_30x_4.7h,A,3.256281407035176,162.37878853813356,4.628215993947884
accel_30x_4.7h,A,3.6180904522613067,161.99492642433063,4.607132811773759
accel_30x_4.7h,A,3.9798994974874375,161.58632829167726,4.583318877509758
accel_30x_4.7h,A,4.341708542713568,161.20450553960973,4.5574294649949065
accel_30x_4.7h,A,4.703517587939698,160.80626703610955,4.5286005313237565
accel_30x_4.7h,A,5.06532663316583,160.39545904085568,4.49582383379828
accel_30x_4.7h,A,5.42713567839196,160.0126739448339,4.457183818081825
accel_30x_4.7h,A,5.788944723618091,159.6051995873089,4.412465113054652
accel_30x_4.7h,A,6.150753768844221,159.1812938272745,4.361948316434674
accel_30x_4.7h,A,6.512562814070352,158.77836634878815,4.309341569724747
accel_30x_4.7h,A,6.874371859296483,158.35626907654918,4.24903168122354
accel_30x_4.7h,A,7.236180904522613,157.92588395752725,4.182249404002914
accel_30x_4.7h,A,7.597989949748744,157.50970649938319,4.1111798953325
accel_30x_4.7h,A,7.959798994974875,157.07321887650136,4.029407668961221
accel_30x_4.7h,A,8.321608040201005,156.63663191441148,3.940617522164245
accel_30x_4.7h,A,8.683417085427136,156.20680496829934,3.844066376218278
accel_30x_4.7h,A,9.045226130653267,155.75616260473822,3.7330633105684483
accel_30x_4.7h,A,9.407035175879397,155.31415800191655,3.614323890157422
accel_30x_4.7h,A,9.768844221105528,154.87136148811237,3.4828845136458773
accel_30x_4.7h,A,10.13065326633166,154.41083435708669,3.3332385086176943
accel_30x_4.7h,A,10.492462311557789,153.9618684477951,3.173114092036488
accel_30x_4.7h,A,10.85427135678392,153.50816981600548,2.994428642003536
accel_30x_4.7h,A,11.216080402010052,153.04228548241178,2.7937171841029804
accel_30x_4.7h,A,11.577889447236181,152.58726368143473,2.5776307847714452
accel_30x_4.7h,A,11.93969849246231,152.12648918012457,2.3359541906066887
accel_30x_4.7h,A,12.301507537688442,151.66016340962543,2.0684127759556774
accel_30x_4.7h,A,12.663316582914575,151.20286937603703,1.7783865418821108
accel_30x_4.7h,A,13.025125628140705,150.7403237439202,1.4545605565570143
accel_30x_4.7h,A,13.386934673366834,150.2796032608154,1.1010937700956813
accel_30x_4.7h,A,13.748743718592966,149.82575843266343,0.7159636840718304
accel_30x_4.7h,A,14.110552763819097,149.36891810933187,0.28888932276322277
accel_30x_4.7h,A,14.472361809045227,148.91939813767354,-0.17320059694877663
accel_30x_4.7h,A,14.834170854271356,148.47553943006483,-0.6768829135828911
accel_30x_4.7h,A,15.195979899497488,148.03240125223718,-1.2298042434380632
accel_30x_4.7h,A,15.55778894472362,147.59905949629075,-1.82473780002037
accel_30x_4.7h,A,15.91959798994975,147.1714104531211,-2.471096410859922
accel_30x_4.7h,A,16.281407035175878,146.74841805102642,-3.172534430683474
accel_30x_4.7h,A,16.64321608040201,146.33588548148995,-3.9238658232854027
accel_30x_4.7h,A,17.005025125628144,145.92944577025537,-4.735703379442825
accel_30x_4.7h,A,17.366834170854272,145.5311707666484,-5.606412400148144
accel_30x_4.7h,A,17.728643216080403,145.1428349068832,-6.53507667106078
accel_30x_4.7h,A,18.090452261306535,144.76129564970378,-7.531240285286938
accel_30x_4.7h,A,18.452261306532666,144.38995175875493,-8.5890396874581
accel_30x_4.7h,A,18.814070351758794,144.027636182355,-9.711702030521517
accel_30x_4.7h,A,19.175879396984925,143.67310683307053,-10.905871653653843
accel_30x_4.7h,A,19.537688442211056,143.32898703576683,-12.164169950083707
accel_30x_4.7h,A,19.899497487437188,142.9930223452108,-13.492203746520524
accel_30x_4.7h,A,20.26130653266332,142.66580991933898,-14.892809025933024
accel_30x_4.7h,A,20.623115577889447,142.34810576210435,-16.359432652998674
accel_30x_4.7h,A,20.984924623115578,142.0376118380793,-17.89860389214198
accel_30x_4.7h,A,21.34673366834171,141.73676407169688,-19.508701688442212
accel_30x_4.7h,A,21.70854271356784,141.4438174609092,-21.18601454390359
accel_30x_4.7h,A,22.07035175879397,141.15767447212923,-22.93647883938331
accel_30x_4.7h,A,22.432160804020103,140.8808067979228,-24.75452852660718
accel_30x_4.7h,A,22.793969849246235,140.61039394620178,-26.640003140802786
accel_30x_4.7h,A,23.155778894472363,140.34680289028321,-28.596698894697713
accel_30x_4.7h,A,23.517587939698494,140.09122044163925,-30.617606234122093
accel_30x_4.7h,A,23.87939698492462,139.8407910607187,-32.704679611637495
accel_30x_4.7h,A,24.241206030150757,139.5974911503416,-34.8591231788332
accel_30x_4.7h,A,24.603015075376884,139.36046201251733,-37.07438514341136
accel_30x_4.7h,A,24.964824120603016,139.12731271005254,-39.35342073380379
accel_30x_4.7h,A,25.32663316582915,138.90192312941366,-41.694549394242806
accel_30x_4.7h,A,25.68844221105528,138.68068922832256,-44.093225017310424
accel_30x_4.7h,A,26.05025125628141,138.46281475801624,-46.552375259351024
accel_30x_4.7h,A,26.412060301507537,138.25223537601238,-49.06752097520472
accel_30x_4.7h,A,26.77386934673367,138.04407474546352,-51.63693587751619
accel_30x_4.7h,A,27.1356783919598,137.83963835403094,-54.26242768814434
accel_30x_4.7h,A,27.49748743718593,137.64073262811368,-56.93855316634802
accel_30x_4.7h,A,27.85929648241206,137.4429956219769,-59.665294188623754
accel_30x_4.7h,A,28.221105527638194,137.2497841781262,-62.443071906968555
accel_30x_4.7h,A,28.582914572864325,137.05997503873988,-65.26656927829862
accel_30x_4.7h,A,28.944723618090453,136.8700695629057,-68.13684479516922
accel_30x_4.7h,A,29.306532663316585,136.68603140851945,-71.05264040349827
accel_30x_4.7h,A,29.668341708542712,136.50281506356006,-74.00999467000888
accel_30x_4.7h,A,30.030150753768847,136.31890938131642,-77.01021983074475
accel_30x_4.7h,A,30.391959798994975,136.14143419579673,-80.05034934732576
accel_30x_4.7h,A,30.753768844221106,135.96237688331416,-83.12831931176781
accel_30x_4.7h,A,31.11557788944724,135.78371661485855,-86.2451592784436
accel_30x_4.7h,A,31.47738693467337,135.60930295479798,-89.39680227754052
accel_30x_4.7h,A,31.8391959798995,135.43200837500143,-92.58284600968544
accel_30x_4.7h,A,32.20100502512563,135.25683267159852,-95.80337828735864
accel_30x_4.7h,A,32.562814070351756,135.08316117272776,-99.05464382923277
accel_30x_4.7h,A,32.924623115577894,134.90525212327591,-102.33691479631003
accel_30x_4.7h,A,33.28643216080402,134.73191478521818,-105.649316122013
accel_30x_4.7h,A,33.64824120603015,134.55668829739574,-108.98905481908872
accel_30x_4.7h,A,34.01005025125629,134.3761054218572,-112.35661952929964
accel_30x_4.7h,A,34.37185929648241,134.20275478146812,-115.75020350537594
accel_30x_4.7h,A,34.733668341708544,134.02366280022682,-119.1681698431724
accel_30x_4.7h,A,35.095477386934675,133.84123541786514,-122.61087599408307
accel_30x_4.7h,A,35.45728643216081,133.66324458990317,-126.07599150241717
accel_30x_4.7h,A,35.81909547738694,133.47795748261143,-129.5628484168109
accel_30x_4.7h,A,36.18090452261307,133.29229419045478,-133.07140283683495
accel_30x_4.7h,A,36.54271356783919,133.10736052895714,-136.59938218293027
accel_30x_4.7h,A,36.90452261306533,132.91351268199057,-140.14667262410475
accel_30x_4.7h,A,37.266331658291456,132.72329860200867,-143.71276166549455
accel_30x_4.7h,A,37.62814070351759,132.52915068645692,-147.29578850165237
accel_30x_4.7h,A,37.989949748743726,132.32434895627597,-150.8959079895797
accel_30x_4.7h,A,38.35175879396985,132.12841960807168,-154.51210251838518
accel_30x_4.7h,A,38.71356783919598,131.92276846247805,-158.14317037571834
accel_30x_4.7h,A,39.07537688442211,131.70913544339334,-161.78926793603694
accel_30x_4.7h,A,39.437185929648244,131.50195442213348,-165.4490214790771
accel_30x_4.7h,A,39.798994974874375,131.28250557843614,-169.12187888290205
accel_30x_4.7h,A,40.1608040201005,131.05970899066494,-172.8078107624974
accel_30x_4.7h,A,40.52261306532664,130.83838632598776,-176.50540368053166
accel_30x_4.7h,A,40.88442211055277,130.60285683637585,-180.21449969255013
accel_30x_4.7h,A,41.246231155778894,130.3700830579837,-183.93480964355552
accel_30x_4.7h,A,41.608040201005025,130.13245742300984,-187.6651624188126
accel_30x_4.7h,A,41.969849246231156,129.8786088257605,-191.40558059495126
accel_30x_4.7h,A,42.33165829145729,129.6352589196433,-195.15551305412862
accel_30x_4.7h,A,42.69346733668342,129.37925746998758,-198.91413581161993
accel_30x_4.7h,A,43.05527638190954,129.10970242313834,-202.68153465795422
accel_30x_4.7h,A,43.41708542713568,128.8506649468103,-206.4568981611781
accel_30x_4.7h,A,43.77889447236181,128.5743260486825,-210.23983376433694
accel_30x_4.7h,A,44.14070351758794,128.2912782466567,-214.03031421175
accel_30x_4.7h,A,44.502512562814076,128.01225867571267,-217.82751677447914
accel_30x_4.7h,A,44.86432160804021,127.71375844149289,-221.63128690971735
accel_30x_4.7h,A,45.22613065326633,127.41729903272902,-225.4414704108273
accel_30x_4.7h,A,45.58793969849247,127.11661156108231,-229.25735143017462
accel_30x_4.7h,A,45.949748743718594,126.7943067625027,-233.07890637334594
accel_30x_4.7h,A,46.311557788944725,126.4848002646279,-236.90584006882824
accel_30x_4.7h,A,46.67336683417086,126.16101171888064,-240.73763148847456
accel_30x_4.7h,A,47.03517587939699,125.81764876822393,-244.57430292038123
accel_30x_4.7h,A,47.39698492462312,125.49161623590078,-248.41542045966395
accel_30x_4.7h,A,47.75879396984924,125.14354061396709,-252.2607044183932
accel_30x_4.7h,A,48.120603015075375,124.78555362335418,-256.11013995886043
accel_30x_4.7h,A,48.48241206030151,124.43641382014248,-259.9632529109012
accel_30x_4.7h,A,48.84422110552764,124.06312997466266,-263.81992328223726
accel_30x_4.7h,A,49.20603015075377,123.69173321915616,-267.68007233968115
accel_30x_4.7h,A,49.56783919597991,123.31873271191196,-271.543279453469
accel_30x_4.7h,A,49.92964824120603,122.9196051154762,-275.4095072385528
accel_30x_4.7h,A,50.29145728643216,122.53630078205326,-279.2786016807686
accel_30x_4.7h,A,50.6532663316583,122.13900218742839,-283.1502548872927
accel_30x_4.7h,A,51.015075376884425,121.71592797621088,-287.02445728494104
accel_30x_4.7h,A,51.37688442211056,121.32024881231224,-290.9009905931037
accel_30x_4.7h,A,51.73869346733668,120.89850947687736,-294.77966704216504
accel_30x_4.7h,A,52.10050251256282,120.46372847747965,-298.66047036734176
accel_30x_4.7h,A,52.46231155778895,120.04542437912752,-302.5431557035013
accel_30x_4.7h,A,52.824120603015075,119.59938251416929,-306.4276323799303
accel_30x_4.7h,A,53.185929648241206,119.15508772748429,-310.3138550251773
accel_30x_4.7h,A,53.54773869346734,118.714428337906,-314.20160228756
accel_30x_4.7h,A,53.90954773869347,118.24449043406882,-318.0908342679733
accel_30x_4.7h,A,54.2713567839196,117.79302769093503,-321.9814758863608
accel_30x_4.7h,A,54.633165829145725,117.33054840898185,-325.87335505716
accel_30x_4.7h,A,54.99497487437186,116.83736661954929,-329.76645508881796
accel_30x_4.7h,A,55.356783919597994,116.38119318710028,-333.6606728952795
accel_30x_4.7h,A,55.71859296482412,115.8976373241012,-337.5558977268049
accel_30x_4.7h,A,56.08040201005026,115.39780311590725,-341.45211584947776
accel_30x_4.7h,A,56.44221105527639,114.92368809612631,-345.3492086833694
accel_30x_4.7h,A,56.80402010050251,114.41997389907621,-349.2471199901128
accel_30x_4.7h,A,57.16582914572865,113.91712098632942,-353.1458244934736
accel_30x_4.7h,A,57.527638190954775,113.42493572941278,-357.04521636872954
accel_30x_4.7h,A,57.88944723618091,112.90209202892113,-360.94526679164
accel_30x_4.7h,A,58.25125628140704,112.3987486239673,-364.84594006335686
accel_30x_4.7h,A,58.61306532663317,111.88950943879881,-368.74715364665724
accel_30x_4.7h,A,58.9748743718593,111.34863474328824,-372.6488924318515
accel_30x_4.7h,A,59.336683417085425,110.84716990756719,-376.55111113090646
accel_30x_4.7h,A,59.698492462311556,110.32195378224348,-380.45375614218796
accel_30x_4.7h,A,60.060301507537694,109.77708203712604,-384.35681744118915
accel_30x_4.7h,A,60.42211055276382,109.26687447665054,-388.2602442367028
accel_30x_4.7h,A,60.78391959798995,108.72670664338074,-392.16400601940427
accel_30x_4.7h,A,61.14572864321609,108.18542355314743,-396.06809150376154
accel_30x_4.7h,A,61.50753768844221,107.66201087847101,-399.9724548671241
accel_30x_4.7h,A,61.869346733668344,107.10790014120437,-403.8770809962282
accel_30x_4.7h,A,62.23115577889448,106.57218221007778,-407.7819565097569
accel_30x_4.7h,A,62.59296482412061,106.03646034445816,-411.68704353561634
accel_30x_4.7h,A,62.95477386934674,105.46928485283787,-415.59233526747107
accel_30x_4.7h,A,63.31658291457286,104.94089784250635,-419.49781520111884
accel_30x_4.7h,A,63.678391959799,104.39364877974161,-423.40345792051164
accel_30x_4.7h,A,64.04020100502512,103.82314668176984,-427.3092590509569
accel_30x_4.7h,A,64.40201005025126,103.29469821579885,-431.21520052793085
accel_30x_4.7h,A,64.76381909547739,102.73661087682882,-435.1212681328121
accel_30x_4.7h,A,65.12562814070351,102.17434142053156,-439.0274572244812
accel_30x_4.7h,A,65.48743718592965,101.63625712127825,-442.9337511018312
accel_30x_4.7h,A,65.84924623115579,101.0678902758555,-446.84014292974956
accel_30x_4.7h,A,66.21105527638191,100.51507915853118,-450.74662713617835
accel_30x_4.7h,A,66.57286432160804,99.9678598453948,-454.6531903734876
accel_30x_4.7h,A,66.93467336683418,99.389632596222,-458.55982923754334
accel_30x_4.7h,A,67.2964824120603,98.84736807771023,-462.46653784356073
accel_30x_4.7h,A,67.65829145728644,98.29135475493722,-466.37330668828537
accel_30x_4.7h,A,68.02010050251258,97.70813931711068,-470.28013395932277
accel_30x_4.7h,A,68.3819095477387,97.17281426196652,-474.18701341581243
accel_30x_4.7h,A,68.74371859296483,96.6082720630072,-478.09393941636876
accel_30x_4.7h,A,69.10552763819095,96.03570987950167,-482.0009105911269
accel_30x_4.7h,A,69.46733668341709,95.49271011293096,-485.9079208052628
accel_30x_4.7h,A,69.82914572864323,94.91983162797794,-489.8149674178036
accel_30x_4.7h,A,70.19095477386935,94.3586266527121,-493.7220487121809
accel_30x_4.7h,A,70.55276381909547,93.80811076625012,-497.6291598915103
accel_30x_4.7h,A,70.91457286432161,93.22698938086742,-501.53629960365265
accel_30x_4.7h,A,71.27638190954774,92.6777933840483,-505.4434659778503
accel_30x_4.7h,A,71.63819095477388,92.11981940862569,-509.35065547935955
accel_30x_4.7h,A,72.0,91.53050969093833,-513.2578674707363
